Cluster,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths,Accuracy,Headshot Ratio
0,30.24550898203593,478.5658682634731,0.7092623162188888,7.107784431137724,11.72754491017964,4.029940119760479,14.5,1635.4161676646706,64.7814371257485,80.61377245508982,6.559542382522996,21.005988023952096,101.8622754491018,8104.347305389221,87849.14670658682,207.69729297941709,9739.763473053892,618.8982035928144,0.1591548411285628,0.16891112629669114
1,395.7931034482759,9112.706896551725,1.0306900244202255,17.413793103448278,173.20689655172413,10.0,100.24137931034483,18926.896551724138,1542.103448275862,1750.2413793103449,12.748975317024282,172.5,1417.2241379310344,85620.13793103448,3987988.0862068967,96.03515583725063,104544.55172413793,9025.758620689656,0.17927782476911422,0.1898288589149257
2,211.97744360902254,4828.827067669173,0.9604330325677162,13.37593984962406,55.744360902255636,10.563909774436091,62.08270676691729,16133.09022556391,490.9323308270677,829.7368421052631,3.1525241666126873,169.3984962406015,969.3308270676691,70919.59398496241,856294.3984962406,224.5285599417245,87052.68421052632,5127.330827067669,0.18862095940979728,0.17410537760659725
3,103.95679012345678,1654.9074074074074,0.9286592428677365,9.549382716049383,51.82098765432099,5.518518518518518,99.40123456790124,3139.8333333333335,418.60493827160496,312.3888888888889,47.343635871314106,38.17283950617284,273.4567901234568,14292.456790123457,787679.1543209876,77.51442631933415,17432.29012345679,1824.6049382716049,0.17598353722373866,0.19215080909573334
