Cluster,kills,deaths,scorePerMinute,headshots,assists,Accuracy,Headshot Ratio
0,390.30454545454546,443.96590909090907,17.08737418270817,74.19431818181818,59.122727272727275,0.15869835297222015,0.1891846825365929
1,26316.790322580644,26078.766129032258,200.6924646651962,4270.782258064516,4904.830645161291,0.19459146045247439,0.16491994494431567
2,4044.092057761733,4356.341155234657,231.29399820948709,699.85559566787,736.9043321299639,0.1732620098317192,0.17175912006953956
